Time (s),Target Pitch (deg),Actual Pitch (deg),Error (deg),Control (deg)
7.098000,4.839545,4.678658,0.160888,0.150230
7.099000,4.828545,4.667020,0.161525,0.150570
7.100000,4.817537,4.655374,0.162163,0.150910
7.101000,4.806521,4.643721,0.162800,0.151252
7.102000,4.795498,4.632060,0.163438,0.151594
7.103000,4.784467,4.620391,0.164075,0.151936
7.104000,4.773428,4.608715,0.164713,0.152279
7.105000,4.762382,4.597031,0.165351,0.152623
7.106000,4.751328,4.585340,0.165989,0.152968
7.107000,4.740267,4.573641,0.166626,0.153313
7.108000,4.729199,4.561935,0.167264,0.153658
7.109000,4.718123,4.550221,0.167902,0.154005
7.110000,4.707039,4.538499,0.168540,0.154352
7.111000,4.695948,4.526770,0.169178,0.154699
7.112000,4.684850,4.515034,0.169816,0.155048
7.113000,4.673744,4.503290,0.170454,0.155397
7.114000,4.662631,4.491539,0.171092,0.155746
7.115000,4.651511,4.479780,0.171731,0.156096
7.116000,4.640383,4.468014,0.172369,0.156447
7.117000,4.629248,4.456240,0.173007,0.156799
7.118000,4.618105,4.444459,0.173646,0.157151
7.119000,4.606956,4.432671,0.174285,0.157503
7.120000,4.595799,4.420875,0.174923,0.157857
7.121000,4.584634,4.409072,0.175562,0.158211
7.122000,4.573463,4.397262,0.176201,0.158565
7.123000,4.562284,4.385444,0.176840,0.158921
7.124000,4.551098,4.373619,0.177479,0.159276
7.125000,4.539905,4.361787,0.178118,0.159633
7.126000,4.528705,4.349948,0.178757,0.159990
7.127000,4.517497,4.338101,0.179396,0.160348
7.128000,4.506283,4.326247,0.180036,0.160706
7.129000,4.495061,4.314386,0.180675,0.161065
7.130000,4.483832,4.302517,0.181315,0.161425
7.131000,4.472596,4.290642,0.181955,0.161785
7.132000,4.461353,4.278759,0.182594,0.162146
7.133000,4.450103,4.266869,0.183234,0.162507
7.134000,4.438846,4.254972,0.183875,0.162869
7.135000,4.427582,4.243068,0.184515,0.163232
7.136000,4.416311,4.231156,0.185155,0.163595
7.137000,4.405033,4.219238,0.185796,0.163959
7.138000,4.393748,4.207312,0.186436,0.164324
7.139000,4.382456,4.195380,0.187077,0.164689
7.140000,4.371158,4.183440,0.187718,0.165055
7.141000,4.359852,4.171493,0.188359,0.165421
7.142000,4.348539,4.159540,0.189000,0.165788
7.143000,4.337220,4.147579,0.189641,0.166156
7.144000,4.325894,4.135611,0.190282,0.166524
7.145000,4.314560,4.123636,0.190924,0.166893
7.146000,4.303221,4.111655,0.191566,0.167262
7.147000,4.291874,4.099666,0.192207,0.167632
7.148000,4.280520,4.087671,0.192849,0.168003
7.149000,4.269160,4.075668,0.193492,0.168374
7.150000,4.257793,4.063659,0.194134,0.168746
7.151000,4.246419,4.051643,0.194776,0.169119
7.152000,4.235039,4.039620,0.195419,0.169492
7.153000,4.223652,4.027590,0.196062,0.169865
7.154000,4.212258,4.015553,0.196705,0.170240
7.155000,4.200857,4.003509,0.197348,0.170615
7.156000,4.189450,3.991459,0.197991,0.170990
7.157000,4.178036,3.979402,0.198635,0.171366
7.158000,4.166616,3.967338,0.199278,0.171743
7.159000,4.155189,3.955267,0.199922,0.172120
7.160000,4.143756,3.943190,0.200566,0.172498
7.161000,4.132316,3.931106,0.201210,0.172877
7.162000,4.120869,3.919015,0.201855,0.173256
7.163000,4.109416,3.906917,0.202499,0.173635
7.164000,4.097957,3.894813,0.203144,0.174015
7.165000,4.086491,3.882702,0.203789,0.174396
7.166000,4.075018,3.870584,0.204434,0.174778
7.167000,4.063539,3.858460,0.205079,0.175160
7.168000,4.052054,3.846329,0.205725,0.175542
7.169000,4.040562,3.834192,0.206370,0.175925
7.170000,4.029064,3.822048,0.207016,0.176309
7.171000,4.017560,3.809897,0.207663,0.176693
7.172000,4.006049,3.797740,0.208309,0.177078
7.173000,3.994532,3.785577,0.208955,0.177464
7.174000,3.983009,3.773407,0.209602,0.177850
7.175000,3.971479,3.761230,0.210249,0.178236
7.176000,3.959943,3.749047,0.210896,0.178623
7.177000,3.948401,3.736857,0.211544,0.179011
7.178000,3.936852,3.724661,0.212191,0.179400
7.179000,3.925298,3.712459,0.212839,0.179788
7.180000,3.913737,3.700250,0.213487,0.180178
7.181000,3.902170,3.688034,0.214135,0.180568
7.182000,3.890596,3.675813,0.214784,0.180958
7.183000,3.879017,3.663585,0.215432,0.181350
7.184000,3.867432,3.651350,0.216081,0.181741
7.185000,3.855840,3.639110,0.216730,0.182134
7.186000,3.844242,3.626862,0.217380,0.182526
7.187000,3.832638,3.614609,0.218029,0.182920
7.188000,3.821029,3.602349,0.218679,0.183314
7.189000,3.809413,3.590083,0.219329,0.183708
7.190000,3.797791,3.577811,0.219980,0.184103
7.191000,3.786163,3.565533,0.220630,0.184499
7.192000,3.774529,3.553248,0.221281,0.184895
7.193000,3.762889,3.540957,0.221932,0.185291
7.194000,3.751244,3.528660,0.222583,0.185689
7.195000,3.739592,3.516357,0.223235,0.186086
7.196000,3.727934,3.504048,0.223887,0.186485
7.197000,3.716271,3.491732,0.224539,0.186884
7.198000,3.704602,3.479411,0.225191,0.187283
7.199000,3.692927,3.467083,0.225844,0.187683
7.200000,3.681246,3.454749,0.226496,0.188083
7.201000,3.669559,3.442409,0.227150,0.188484
7.202000,3.657866,3.430063,0.227803,0.188886
7.203000,3.646168,3.417711,0.228457,0.189288
7.204000,3.634464,3.405353,0.229110,0.189690
7.205000,3.622754,3.392989,0.229764,0.190093
7.206000,3.611038,3.380619,0.230419,0.190497
7.207000,3.599317,3.368243,0.231074,0.190901
7.208000,3.587590,3.355861,0.231728,0.191306
7.209000,3.575857,3.343473,0.232384,0.191711
7.210000,3.564119,3.331080,0.233039,0.192116
7.211000,3.552375,3.318680,0.233695,0.192523
7.212000,3.540625,3.306274,0.234351,0.192929
7.213000,3.528870,3.293863,0.235007,0.193337
7.214000,3.517109,3.281446,0.235664,0.193744
7.215000,3.505343,3.269022,0.236321,0.194152
7.216000,3.493571,3.256594,0.236978,0.194561
7.217000,3.481794,3.244159,0.237635,0.194970
7.218000,3.470011,3.231718,0.238293,0.195380
7.219000,3.458223,3.219272,0.238951,0.195790
7.220000,3.446429,3.206820,0.239609,0.196201
7.221000,3.434630,3.194362,0.240268,0.196612
7.222000,3.422825,3.181899,0.240927,0.197024
7.223000,3.411015,3.169429,0.241586,0.197436
7.224000,3.399200,3.156955,0.242245,0.197849
7.225000,3.387379,3.144474,0.242905,0.198262
7.226000,3.375553,3.131988,0.243565,0.198676
7.227000,3.363722,3.119496,0.244226,0.199090
7.228000,3.351885,3.106999,0.244886,0.199504
7.229000,3.340043,3.094496,0.245547,0.199919
7.230000,3.328195,3.081987,0.246208,0.200335
7.231000,3.316343,3.069473,0.246870,0.200751
7.232000,3.304485,3.056953,0.247532,0.201167
7.233000,3.292622,3.044428,0.248194,0.201584
7.234000,3.280754,3.031897,0.248856,0.202002
7.235000,3.268880,3.019361,0.249519,0.202420
7.236000,3.257002,3.006819,0.250182,0.202838
7.237000,3.245118,2.994272,0.250846,0.203257
7.238000,3.233229,2.981720,0.251509,0.203676
